a,b
64.238235,-4.969473
9.138456,9.236299
53.007435,19.760859
-77.077126,-12.1984
-7.9589305,-12.02825
-21.06102,44.20784
-7.2075524,47.317833
39.729984,-5.057834
-70.84841,14.060953
2.8561835,44.051228
-37.594418,29.968027
-11.546446,-81.386185
-3.4151006,-30.818172
-7.803572,40.39409
41.931877,0.8963754
-78.3663,-12.921761
41.0495,-63.22285
-22.99989,53.707317
52.75275,55.858864
-22.142925,79.1482
38.085423,-13.85109
-9.031006,47.196552
40.75832,-58.091305
-55.25593,6.7473087
-9.677828,-37.927227
1.1198853,-80.06485
42.411827,-50.034817
-32.594875,42.205536
-53.630665,-30.420982
-0.37935004,53.38981
-21.51398,28.677996
-39.602894,-21.356688
50.6028,37.484524
-1.7576474,-84.50501
-54.068523,-30.794825
-5.5280814,10.579282
-73.51414,36.09561
-65.46279,23.060616
-38.35055,-33.63097
-9.132219,40.235504
-66.52891,-14.536828
-29.75547,61.66006
-21.027845,76.33414
-35.06581,57.759453
72.70937,-34.494114
34.961754,-15.002501
1.5060681,-82.30199
70.61104,34.870876
75.720345,-15.189676
-71.85879,0.5130189
-38.01708,78.261215
-41.76464,-61.67605
-50.550167,-40.96376
5.466977,-88.8365
-12.179059,-42.00461
5.3734655,-7.6566954
-62.32896,-18.07237
52.720863,4.74206
60.52344,-11.8576355
74.97598,-33.89226
-43.82603,-24.95628
-24.750357,42.233765
3.3299284,29.995554
-75.105415,15.048612
-31.184425,-20.470287
64.212585,20.37073
12.015008,60.459652
49.628315,-19.190239
-59.258133,71.84166
74.15436,-17.104113
60.90325,-29.60357
-42.36922,75.00376
-3.0156589,-55.109768
-33.80049,32.015976
7.028056,24.498934
-31.492348,49.355957
-9.699871,-73.89396
8.830822,21.887577
-14.167839,51.874756
-37.088776,-59.557705
-52.428127,-30.824175
-10.419713,13.737057
3.4151223,41.11325
71.94964,33.576202
11.260791,-41.681614
52.90545,-21.199892
43.014923,52.68167
-3.6926396,-31.26643
75.97128,-23.480322
4.8607426,11.563953
-26.432438,70.276924
-43.251587,2.8873289
6.442456,-13.878151
-40.047035,-22.319258
56.376534,17.198961
69.574844,-8.945592
-7.5666723,70.08811
-31.052082,2.836521
0.57239157,65.66533
66.57709,-36.5576
-39.62994,-45.68492
-9.083312,-15.009188
-57.247448,43.67061
27.614069,23.32756
32.261803,-15.516231
-48.557034,-21.354496
67.916306,-38.753464
40.321594,-54.622856
-11.211647,35.848568
12.040271,39.144753
47.547043,31.888317
-1.6152437,48.239555
13.799303,34.69223
-58.754417,-2.968203
-44.25359,-25.488531
-23.140146,77.35274
-62.21448,55.999073
-55.46768,45.146496
13.871124,8.628259
6.2812,-97.76459
4.581492,-70.876114
45.97593,59.333977
42.954357,-62.188828
39.971813,5.556594
43.662033,-67.991905
16.124819,-65.35594
8.589641,-14.721608
56.600857,-32.132706
53.08082,68.842766
-49.05384,-20.928022
-8.759986,-79.82507
17.405888,36.707653
-65.63981,54.296707
83.060486,-34.76389
59.981,50.25112
78.79019,-43.07184
-4.4230638,49.676807
-34.573433,2.0137439
3.326951,-9.272739
2.2216632,-71.337425
-8.089075,-9.936677
16.195837,21.638565
-51.500267,-25.797153
-39.1895,0.49246022
78.675,-8.56218
55.379124,16.794643
-5.094619,-14.274413
1.0275643,52.131615
-9.027711,-37.10391
-8.055041,-37.93871
72.04879,45.828716
-41.124832,-32.42655
78.77435,-26.617874
68.31274,37.647087
0.5230774,-60.555397
45.93865,-2.6901839
44.09582,-56.225723
-1.503827,25.513748
-29.627878,-14.147175
54.48279,-21.92032
45.270176,-45.03408
-40.816673,-25.46813
-68.16105,-22.274963
-56.902924,71.52414
13.361171,-62.75617
9.650922,28.644005
-21.199194,69.993195
36.004486,5.4392805
42.906628,-2.7834902
0.17238137,-93.739426
14.711475,10.440244
-41.527046,-26.996315
-2.172727,-1.1940792
71.211,-24.9473
10.49944,28.896275
64.575554,41.932735
0.083996646,36.968487
-34.08404,55.860634
-71.583405,39.28042
43.195107,2.4957561
-7.485686,-78.95797
17.0853,-25.830309
-60.300934,48.84232
6.298331,-94.09586
17.024641,-66.18905
-25.851185,-1.1405177
-67.918785,-8.330567
-8.5568075,35.479313
-48.76102,-31.535437
-38.077084,78.318375
-21.36553,39.186077
22.270218,-42.482876
43.777588,-69.84176
67.60449,-7.2191496
-50.37273,-36.021404
-50.85409,-30.032614
-23.171116,39.373547
85.644615,-21.50255
-58.22987,-15.780247
63.479267,28.507586
-11.116049,-25.085445
-25.47051,31.452318
-83.241425,-15.510161
-46.69722,-41.429016
39.374416,-38.437843
-29.034569,32.037052
28.57983,13.089366
10.504307,68.09297
20.182405,43.763718
0.28510678,-0.96063715
-1.5036279,-26.283373
17.339066,64.395096
-18.033705,54.491848
-73.356895,-29.64818
48.8833,59.23932
72.64165,-34.342613
2.0251634,61.91364
-32.745663,41.836937
-0.9098923,-77.52306
5.5702653,-59.06687
29.316877,-55.495235
-66.92119,60.70388
-59.404778,-41.13358
-5.488151,42.98773
32.02593,-41.94402
-50.94448,1.4949704
-17.138094,74.28894
64.77233,-21.391912
-76.08819,-21.66397
53.04765,4.470212
-45.479885,-40.120514
-60.75435,-9.712808
-12.125946,49.04946
81.761185,-21.410004
-52.136646,-8.022739
-35.9884,77.088295
-11.19849,26.02475
-14.118004,26.892145
-40.585857,51.90605
-15.711846,45.377384
-53.25828,-51.602352
80.82771,-16.082718
5.640933,19.947138
-44.996998,-63.720592
-22.627611,-14.505645
66.06221,-8.492005
56.652847,32.88475
54.001858,-8.980148
-56.28569,-50.45418
58.942944,-28.505543
35.899685,0.7953901
53.911858,62.675137
-7.5494184,-79.80865
-13.633678,27.86447
-30.14424,56.740715
-26.176159,-18.332766
41.78594,-10.365997
-67.78949,-5.7535048
39.24068,-68.702
-26.705572,42.86855
51.29023,51.546944
-33.70468,76.973915
73.53952,-35.93196
-79.20505,-18.46572
19.19684,67.43547
-29.98731,60.272896
-7.2524548,-34.66121
-31.428574,70.28563
6.710253,-75.86866
-57.549374,-43.42177
30.586842,-30.689339
-14.130954,27.794733
77.055824,35.261093
-7.904519,57.517067
-24.54297,-25.831923
-57.75867,8.313341
4.6449475,-88.60849
-6.4186482,19.823267
-7.2559195,40.08027
43.96067,-63.387627
-54.76453,-43.710167
47.89162,52.06813
49.14377,22.495672
7.928427,-3.3813326
-34.804695,42.282875
-74.03569,6.3979173
43.986897,-68.05249
-54.58659,2.3859327
47.365696,-46.108047
-73.60232,-30.224373
18.949099,-26.21735
19.239935,35.696987
-15.659072,-45.458755
51.977486,27.46986
-68.58387,-30.65246
33.38743,4.4940786
-66.38011,-18.585949
76.782135,-42.18687
-0.40651852,-6.2212024
2.6264834,-51.828766
26.285778,-43.57703
69.76665,32.689137
42.343685,-67.74108
4.591623,-87.491776
-55.71439,-30.623251
-12.971,30.287521
-80.3399,-6.280112
-72.75582,4.1469307
77.868744,39.871544
-5.8305874,47.192062
-7.602085,33.351044
14.304146,38.84391
57.131348,28.985212
83.090324,-18.26725
25.635902,-2.4690979
37.70122,11.312206
-80.29601,10.374571
-52.125996,-10.053881
-54.363514,1.9026248
71.28538,51.91588
-10.029079,54.721207
-4.405852,38.204285
8.30803,-76.329155
-23.885777,-19.88712
7.86417,21.068521
8.935159,22.317268
-8.229629,57.8893
15.229693,32.595554
6.0553064,59.81558
-27.497272,45.665665
37.278976,-3.258026
-35.464455,43.059147
-21.84328,36.176723
67.27868,23.825968
-36.077217,-60.069107
4.5569324,-8.001229
45.09088,13.85
-46.438587,-52.70149
77.45999,-39.71955
-13.408646,46.103348
-5.2719536,-23.57313
-1.6504349,-76.604675
80.95362,-29.86276
56.879486,7.623874
-21.183012,43.801033
-35.064953,3.0376759
-13.817866,-18.556074
74.96446,-34.151554
-15.925633,38.10576
43.30412,0.5451527
-26.166637,-7.557247
-37.435493,52.65725
-44.183456,-10.804904
76.73851,-13.891254
-71.94847,-39.517506
77.26315,41.84943
67.370964,25.478508
-8.268316,48.495773
-17.421726,-47.60404
4.9304996,9.439262
-10.37481,44.674286
39.701935,-53.387283
-30.099018,-28.646725
62.186924,24.601667
-27.982302,31.156853
33.197727,-29.635607
-31.19994,50.781193
39.858524,-10.544912
4.0123672,-8.388045
-6.5069823,-5.843552
-28.490644,-32.727196
-70.45112,4.4112797
-33.570393,32.005535
68.73516,50.59039
57.020462,-17.992077
-30.62355,57.73318
35.921635,3.8487797
-16.398777,57.02332
9.958772,56.975643
-29.542198,50.260426
47.475098,58.633358
-46.299377,-48.94332
71.782295,-41.775265
-76.22643,-32.95538
-6.849096,1.7996914
22.135805,-36.902397
-58.874557,44.36124
69.146935,38.107838
-56.05811,19.44757
-14.083058,14.19864
-81.77177,-19.954393
-53.761906,-16.616346
-55.086,42.604443
63.337837,-2.9816568
12.109695,-33.232018
-36.58084,43.94227
17.369318,12.150004
-64.46993,-14.590074
56.001137,64.774055
2.5759823,-4.393942
69.32215,43.09361
-78.75489,2.628366
12.805124,-41.744118
-57.00256,-4.8322644
-50.764782,-54.40508
75.909355,46.94366
19.811451,-2.353696
-4.5528927,-78.68745
2.7380083,62.53597
-33.25207,-28.994982
43.954853,8.74822
49.971363,14.145672
50.78033,64.84367
51.86264,59.621403
7.7427373,57.832905
20.084667,54.834316
-24.770622,47.47222
-55.019714,44.45834
-5.3969874,46.93863
-10.71539,63.2845
-5.6932893,30.806166
6.374521,-69.1223
-10.706073,56.364098
2.040969,19.00668
-13.043702,72.46478
-20.630016,37.217728
77.73005,-40.534832
9.95541,-91.188385
2.6309533,10.271791
47.33548,60.34852
-43.811436,-63.708576
-8.953822,30.29769
-13.858291,-79.672264
47.587814,46.61444
54.758793,58.471287
53.473747,-22.093197
39.909035,-9.611687
64.497826,22.045471
-10.218358,34.26407
3.4068465,28.820103
-33.12357,-20.541412
6.0023665,29.942646
82.35995,-18.371561
10.57197,66.92861
74.92008,-8.548318
28.931664,30.15049
-44.706646,-29.750017
-55.039467,-12.063435
18.343594,43.804733
-79.89083,-7.290906
45.17756,-70.59255
65.54367,46.457165
-23.079466,56.788506
-59.68015,-8.744829
-18.563246,74.29869
-11.1575365,-74.74514
12.340758,-7.9524474
17.70217,64.71978
-28.808064,-5.4189563
2.483324,-50.08552
-75.84805,-15.168155
0.72342736,-51.069187
-36.759205,24.733559
7.152978,56.010677
44.566788,28.409132
52.74039,11.3456745
11.523507,57.496437
-12.053839,-42.669758
9.012391,-67.07613
-40.33967,-59.76469
14.747468,10.433213
29.199282,30.687569
46.29923,12.177987
-58.666733,48.236137
-54.950577,-45.913387
53.5733,2.27286
47.84908,-42.14652
4.1782384,-86.7353
77.078415,-10.030881
-30.200148,49.67376
15.399654,-29.272903
-14.795616,67.41279
-41.022213,-25.65807
-38.720078,1.654285
-5.44743,0.6934715
-9.098971,21.608736
3.3744733,-60.28226
0.5291147,54.129974
83.73245,-33.45446
46.718903,-46.288467
9.129107,57.989574
-82.48746,-7.4902453
1.8590631,-66.63329
-65.927986,52.706932
31.50681,-33.202656
57.171017,8.778845
56.681408,34.996056
56.05678,55.167244
3.203768,9.86993
73.20866,-35.66233
-68.642,7.1025667
-58.311317,-13.414596
-66.43248,9.927077
-35.878994,-26.968136
50.671574,13.025526
-53.123287,-54.97298
69.950294,-25.630299
19.571966,-28.948362
-52.629566,21.941961
65.635506,-3.9946601
63.469616,31.627542
40.10594,17.658424
-58.685352,-13.605262
31.271214,-52.221222
13.8575945,-35.948887
-4.301126,-72.51896
-15.145515,54.766914
42.71379,-67.16383
-32.076927,26.722563
19.72814,46.117397
6.7215157,-1.6866357
75.41421,37.459103
15.150224,31.899572
26.298826,12.192625
44.268684,52.728558
-28.432753,70.44281
35.773407,42.878723
51.705185,2.5892482
-44.901382,-21.50443
46.08358,10.634531
32.304356,-44.873363
-37.818462,0.69420534
32.40938,-44.47298
78.631744,-21.818386
26.972847,13.701684
-61.879814,68.4399
-23.61845,32.97117
-34.223286,25.909372
41.17745,50.418594
-60.13928,-51.209057
-11.739808,-16.988913
-52.719803,-35.26276
-34.572815,-56.914207
-22.549732,-17.093592
-29.788284,73.58589
10.284931,-86.90819
52.17714,55.15107
-32.90151,48.41477
2.8480158,-69.60701
-14.902261,54.36911
81.412636,-38.3671
-35.874702,-35.586945
20.684631,-26.11963
-44.61957,-10.998138
52.1151,64.24897
76.211754,47.20999
-9.241268,-80.15605
2.8501437,-74.092354
-5.607987,-33.3963
-32.46641,-38.417103
39.073982,-38.488037
-24.764404,75.84581
32.98374,1.1156772
-28.961172,75.99067
18.133915,59.431362
30.256763,-51.371964
76.05951,-43.966427
-55.761097,47.110844
18.375134,-4.00116
51.106342,51.093433
-20.85545,37.01141
-62.28897,0.99865836
41.79883,-63.45252
70.433266,-26.611946
0.98963004,68.77944
-10.257481,-27.466003
53.000706,30.209389
-55.626167,21.00889
45.878036,-54.412643
2.6853974,-52.670433
52.27388,-6.277841
-17.072226,-21.120922
-25.27961,41.532356
-17.206598,72.7734
56.307503,28.720087
-35.208683,-16.946878
17.773348,35.357002
50.161167,-4.6090436
23.443378,32.757168
-38.42848,53.825405
45.390865,13.365882
5.9526873,-94.536285
43.22455,1.8126621
-40.38907,-6.7593803
-63.174576,52.3289
75.917274,38.089157
0.90615207,-8.02286
-33.76755,-17.36028
-28.124249,67.14043
-34.75372,70.82257
-61.803165,68.27043
-6.2700095,57.083324
-15.302611,-45.348137
-62.90184,-21.846012
-2.4120317,28.78294
-26.3345,-29.5299
16.917797,-66.10497
-60.502693,42.750988
6.4538474,9.700121
51.304344,51.729996
9.962825,-54.54096
2.4590776,-79.54868
1.85937,-75.560234
53.018658,5.2898426
60.146217,-24.741316
-0.34499383,-68.31262
15.218163,-27.439013
13.767945,50.28149
56.433567,53.09113
-16.500818,73.45555
54.51903,-16.389648
-31.514652,39.905876
47.317116,50.64601
43.258698,-61.914185
71.78563,-9.513743
-17.049288,-18.144093
-65.46101,-9.793155
-1.727601,27.579493
-79.89799,3.5742822
8.333169,-91.20262
71.24793,46.318325
2.2957234,-13.322044
-50.43259,-36.13957
-37.50725,-28.632856
-73.35172,36.150448
-26.839184,75.65641
-65.94902,54.17169
-82.21231,-4.936131
10.360412,-79.03856
-41.677452,-1.0154544
29.50606,31.219788
-17.303905,73.8436
-18.757896,28.958712
-17.026632,-48.65168
51.6943,28.29601
2.117357,34.845467
-14.294557,51.915
-51.148598,-22.985027
-13.622122,-15.889995
46.884033,-1.3454927
-60.119328,6.0087867
-51.21935,0.36074305
-51.420036,-1.863104
37.129734,14.311863
26.387226,-33.851944
80.65154,-15.376836
-26.075008,-5.5914164
-0.15133993,-50.287792
2.027861,60.691803
-36.86328,-13.06138
80.8605,-14.633308
11.091009,-82.942696
-63.759968,24.351091
15.731945,-33.076813
-3.7429965,-55.920216
49.49984,16.06027
-61.848293,53.36602
40.59476,-4.3567038
68.0431,37.396282
57.93252,43.071068
-83.271774,-13.120696
-76.62838,6.8105936
-34.347733,1.8972574
-28.161415,56.189625
-70.32811,3.1174421
76.09628,35.786835
-6.613448,-67.673294
11.6364355,34.011944
5.4078283,-87.61763
-62.20959,56.0234
-54.49517,22.230005
-45.28338,-51.50302
44.43843,1.8787895
-45.52254,-18.953295
24.384525,14.823719
-60.560623,4.1389394
16.492462,21.44533
30.44602,-51.811264
-32.93708,41.346195
-61.68183,55.8226
1.6179509,-89.22298
19.006882,53.9942
76.75484,-42.39022
-27.780933,56.717335
50.11087,-44.22811
50.131516,63.979534
-58.03197,-33.535843
-15.594372,-45.287914
71.12563,-11.958403
-15.840593,-36.270508
66.810684,23.375076
-31.348074,-17.236385
45.34869,45.228703
-24.810616,61.33186
1.2106501,47.11941
-8.586865,-8.883064
-54.635506,18.500149
0.19615552,2.6432304
6.0512023,33.748493
3.254934,-93.42142
65.66625,26.425838
47.18272,-39.163284
-10.074005,64.39757
-2.3061147,62.336773
8.931129,20.476357
5.403127,-94.96272
0.91274935,-49.508087
-11.906487,57.44104
-6.7253,6.4379907
-40.65303,-2.7066505
-45.237602,-35.94669
0.808964,-81.304214
-47.386795,-40.038166
7.814515,-60.88789
51.215706,30.19294
-35.605263,33.748844
-50.36065,-36.724453
34.912373,10.696345
-36.437183,-60.32905
46.99506,-36.81826
1.4006482,-90.50116
-29.132692,33.94177
-17.901445,58.361637
21.784601,-25.092155
-56.635345,19.901018
-80.24277,9.920308
17.699286,-4.382927
47.35475,-65.11706
-0.41720766,47.073208
-76.60099,-23.116112
-51.808357,41.5587
-21.213669,-21.960228
45.93591,53.999767
83.55136,-27.119688
45.273533,-55.816105
-45.610847,-18.985205
46.453182,49.534355
-29.066856,50.02002
-5.46218,27.99705
33.069782,-31.050348
-56.60569,19.674395
-33.345444,-28.89724
-25.20368,-30.513897
10.553584,-92.37008
-57.09027,-13.3372555
-44.710117,2.1529894
8.595098,59.45488
-32.729748,-38.969395
-34.664745,34.310555
54.29584,-16.359425
-72.9974,3.2372031
5.027135,-62.258553
-20.501171,27.963257
29.656233,29.601412
-65.23852,-6.2943177
-10.369146,60.959717
47.720486,-45.554565
67.87016,49.0527
-41.818466,-34.024513
-40.65114,-27.85929
-75.30017,-37.296997
-39.886383,-46.278328
44.589783,-3.103996
66.417305,-18.361225
-56.3199,-43.916412
7.4417896,-68.5288
-62.09505,-27.243448
6.8302083,9.332698
-11.585801,-80.810425
21.977156,-42.47272
11.239421,64.4165
-36.953026,-30.249268
-16.31391,15.18166
36.64739,-56.874557
-19.340786,78.32491
